,Country,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status
112,Montenegro,74.5,92.75,0.0,2.584285714285713,455.049824020625,48.5,0.625,50.487500000000004,0.0,84.3,7.419333333333335,84.5,0.10000000000000002,4676.5142774999995,329668.1875,2.1375,2.1875,0.58375,10.71875,Developing
113,Morocco,72.15624999999999,95.1875,21.375,0.5186666666666667,102.98965830775,87.25,2593.0,48.61875,24.875,96.9375,5.442666666666668,97.1875,0.10000000000000002,1936.3914383750002,20591653.9375,6.456249999999999,6.3125,0.5854999999999999,10.287500000000001,Developing
114,Mozambique,53.393750000000004,226.25,74.5625,1.2660000000000002,37.03415152218751,67.86666666666666,4735.0,16.14375,107.25,69.0,5.972666666666666,64.0625,11.3875,365.06823808125,11729745.9375,3.80625,3.71875,0.36081250000000004,7.987500000000001,Developing
115,Myanmar,64.2,154.3125,56.625,0.35133333333333333,12.824563635250001,65.46153846153847,914.5,17.125,76.9375,70.6875,2.0126666666666666,72.375,0.47500000000000003,616.18435734375,26015702.0,13.131250000000001,13.424999999999997,0.4882500000000001,8.325,Developing
116,Namibia,60.400000000000006,313.1875,2.875,4.710666666666667,359.93007941693753,86.33333333333333,722.0625,28.224999999999998,3.8125,78.5,7.398666666666667,83.5,13.64375,3042.6035070000003,1025527.125,10.699999999999998,10.70625,0.5883125000000001,11.549999999999999,Developing
118,Nepal,66.48125,147.25,29.125,0.19,40.1620642759375,65.38461538461539,4663.5625,15.175000000000004,38.125,69.125,5.889333333333334,73.6875,0.15625,395.32846794375007,14633755.5625,17.13125,17.66875,0.494375,10.431249999999999,Developing
119,Netherlands,81.13125,61.625,1.0,8.846666666666666,3805.687047718751,48.2,251.9375,53.96875,1.0,96.8125,7.141333333333334,96.8125,0.10000000000000002,34964.719796875,9775704.375,1.025,0.9625,0.8997499999999999,17.056250000000002,Developed
120,New Zealand,81.33749999999999,71.5,0.0,9.16625,2922.147779791875,70.1875,94.9375,56.62500000000001,0.0,89.125,8.876000000000001,70.625,0.10000000000000002,14775.554806874998,,0.3124999999999999,0.29999999999999993,0.8911875,18.868749999999995,Developed
121,Nicaragua,73.45,162.375,3.0625,3.5966666666666667,183.6629076488125,91.875,0.0,42.68125,3.6875,88.1875,6.730666666666666,91.875,0.22499999999999998,957.9039710624999,1999846.9375,1.9687500000000002,1.8750000000000002,0.6035,11.112499999999999,Developing
122,Niger,56.98125,232.4375,52.8125,0.09133333333333335,19.099368610625003,60.57142857142857,15467.125,16.3625,105.6875,52.9375,6.577333333333332,52.3125,1.1624999999999999,259.782440975,11240718.9375,9.025,8.9125,0.298125,4.01875,Developing
123,Nigeria,51.35625000000001,248.5,535.6875,8.646666666666667,85.44427533293752,42.90909090909091,51653.9375,19.75,852.0625,41.3125,3.7106666666666666,39.3125,4.83125,1360.1398774687502,70877003.0625,10.418750000000001,10.36875,0.36737500000000006,9.0,Developing
125,Norway,81.79375,66.25,0.0,6.234375000000001,4658.8139180937505,,6.3125,50.81249999999999,0.0,93.0625,9.086,87.9375,0.10000000000000002,27434.946928125,2614432.3125,0.7625000000000003,0.6999999999999998,0.9314374999999998,17.46875,Developed
126,Oman,74.84375,67.75,1.0,0.5346666666666667,387.410820335625,98.8125,10.875,44.78125,1.0,98.5,2.8766666666666665,98.75,0.10000000000000002,7621.311126875001,,7.024999999999999,6.824999999999999,0.7155,12.225,Developing
127,Pakistan,64.5,154.0,367.9375,0.026000000000000006,26.1203906045625,67.3076923076923,3842.3125,18.312499999999996,461.0,64.1875,2.9039999999999995,70.875,0.10000000000000002,666.11105159375,69027961.8125,15.0875,15.512500000000001,0.500875,6.718749999999998,Developing
129,Panama,76.4875,115.875,1.125,6.212,569.9716162019376,78.66666666666667,0.25,49.312499999999986,1.6875,84.6875,7.722,80.0,0.12500000000000003,5417.768890249999,1955021.875,2.0812500000000003,2.0187500000000003,0.74825,12.775000000000002,Developing
130,Papua New Guinea,61.68125,266.5625,10.625,0.5806666666666666,75.37048165187501,57.0,2349.875,40.787499999999994,13.75,62.5625,5.462666666666667,68.375,1.16875,758.0976163466668,4813446.0,1.4062500000000002,1.3625,0.4661874999999999,8.54375,Developing
131,Paraguay,73.1125,139.9375,3.1875,5.527333333333334,229.790694404375,82.15384615384616,0.0,39.525,3.6875,77.9375,6.778666666666665,89.625,0.1375,1983.4043354375003,3299080.625,2.1999999999999997,2.11875,0.6561875,12.16875,Developing
132,Peru,73.66250000000001,122.4375,11.8125,4.278666666666666,417.078699565,83.6923076923077,0.375,44.86875,15.125,82.8125,4.926666666666667,81.0,0.29374999999999996,2928.5435416249998,16854321.6875,1.2187499999999998,1.2187499999999998,0.7032499999999999,13.306250000000002,Developing
133,Philippines,67.57499999999999,217.9375,61.1875,4.510666666666666,89.55657082674999,62.125,7144.6875,19.1875,78.8125,78.1875,3.9053333333333335,79.125,0.10000000000000002,1397.1361066875002,37265400.3125,1.0,9.69375,0.6504375,11.543750000000001,Developing
134,Poland,75.65,107.5625,2.25,9.99866666666667,310.682268485,97.375,47.4375,53.73125,2.6875,96.75,6.379333333333334,98.75,0.10000000000000002,6792.5636004375,16053249.625,2.20625,2.3625,0.8131875,15.25,Developed
135,Portugal,79.99375,58.875,0.1875,12.211333333333334,1614.8970459187499,87.625,7.25,43.631249999999994,0.375,96.5,7.952666666666667,97.0,0.10000000000000002,11598.625531249998,1032225.375,0.7187500000000001,0.5374999999999999,0.8049999999999998,15.937500000000002,Developed
136,Qatar,77.03125,75.375,0.0,1.0813333333333333,2466.8550051575003,95.0625,96.25,65.65,0.0,95.875,2.6013333333333337,89.6875,0.10000000000000002,40748.44410437502,,4.956249999999999,4.5875,0.8283750000000001,12.85,Developing
137,Republic of Korea,80.4875,76.1875,2.125,8.855333333333334,0.0,95.125,3548.4375,23.243749999999995,2.5625,91.25,5.912,96.0625,0.10000000000000002,,,1.5375000000000005,1.01875,,,Developing
138,Republic of Moldova,69.98124999999999,210.3125,1.0,9.545333333333334,0.0,95.0,390.875,43.90625,1.0625,94.9375,6.956666666666667,72.8125,0.10000000000000002,,,3.025,3.2,,,Developing
139,Romania,74.05000000000001,156.0625,2.8125,8.968666666666667,426.53663424262504,91.8125,1365.6875,52.24999999999999,3.25,94.75,5.278,95.0,0.10000000000000002,4258.9400543125,9206345.625,3.1687499999999997,3.50625,0.762625,13.924999999999999,Developed
140,Russian Federation,67.76249999999999,224.5625,16.6875,11.127999999999998,326.08407506487504,92.33333333333333,1616.4375,53.31875000000001,19.3125,97.5625,6.223333333333333,97.125,0.26249999999999996,6545.137358999999,59762085.625,2.4437499999999996,2.6062499999999997,0.7621875,13.74375,Developing
141,Rwanda,59.3125,246.8125,20.75,5.635999999999999,20.191353437500002,96.0,505.875,14.749999999999998,32.0625,88.5,6.350666666666666,89.375,4.425000000000001,300.01801709374996,3735506.5625,6.6312500000000005,6.65625,0.41768749999999993,9.2875,Developing
143,Saint Lucia,73.6,146.25,0.0,11.511333333333335,0.0,89.28571428571429,0.0,39.59374999999999,0.0,84.875,6.922666666666666,83.8125,0.15,,,4.35,4.38125,0.6647499999999998,12.70625,Developing
144,Saint Vincent and the Grenadines,73.475,152.0625,0.0,6.11,0.0,93.0,0.0,41.99375,0.0,97.875,4.816000000000002,98.3125,0.28125,,,3.6625,3.6125,0.6572500000000001,13.18125,Developing
145,Samoa,73.61875,133.5625,0.0,2.7039999999999997,254.59701798437504,54.9375,0.5625,62.90625,0.0,57.25,5.325333333333333,62.9375,0.10000000000000002,2121.6206485000002,131440.125,0.20000000000000004,0.16875,0.6784375,12.64375,Developing
147,Sao Tome and Principe,65.1625,164.9375,0.0,4.191333333333334,52.315094208812496,83.3076923076923,0.0,20.849999999999998,0.0,90.5625,6.586,95.125,0.96875,771.0348342533331,108853.9375,6.6375,6.5562499999999995,0.5282500000000001,10.25625,Developing
148,Saudi Arabia,73.46875,52.125,8.625,0.07466666666666667,838.506400329375,96.8125,759.3125,55.31250000000001,10.0,96.8125,3.924666666666667,96.875,0.10000000000000002,10689.052945812498,,7.35625,7.368749999999999,0.7826249999999998,13.287500000000001,Developing
149,Senegal,62.56875,174.1875,22.3125,0.30933333333333335,21.486426224687495,86.41666666666667,3248.75,18.443749999999998,36.625,75.4375,4.938,78.3125,0.53125,274.61116614375004,5413842.6875,8.09375,7.9875,0.4325625,7.125000000000001,Developing
150,Serbia,73.95625,130.4375,1.0,8.682666666666668,464.7447380456875,90.75,73.8125,52.1375,1.0625,94.625,6.198666666666668,93.3125,0.10000000000000002,3674.5424077625007,3608279.875,2.39375,2.425,0.7416875,13.531249999999998,Developing
151,Seychelles,72.37500000000001,161.1875,0.0,6.201333333333333,466.8304218925,98.6875,0.6875,28.40625,0.0,98.5,3.802,98.5,0.10000000000000002,6496.302397062499,61543.8125,5.906249999999998,6.3,0.6908124999999999,12.90625,Developing
152,Sierra Leone,46.1125,357.8125,27.5625,3.154666666666667,29.1055785935625,83.44444444444444,673.875,18.306249999999995,41.875,71.75,9.218,72.125,1.5187499999999998,271.50556128125004,3336264.5625,7.68125,7.1,0.3618125,8.23125,Developing
153,Singapore,81.47500000000001,62.0,0.0,1.7625000000000002,2332.57175895,95.875,85.75,25.906249999999996,0.0,96.125,3.6880000000000006,96.1875,0.10000000000000002,32790.105906875004,,2.1250000000000004,2.06875,0.8668750000000001,13.981249999999998,Developed
154,Slovakia,74.75,118.0625,0.0,10.473333333333333,0.0,98.5625,0.25,51.81875000000001,0.125,98.4375,7.3759999999999994,98.625,0.10000000000000002,,,1.3437500000000002,1.4250000000000003,0.8033124999999999,14.350000000000003,Developed
155,Slovenia,79.73125,76.4375,0.0,10.754666666666669,1556.3345450087497,,6.0625,52.199999999999996,0.0,95.1875,8.855333333333334,95.0,0.10000000000000002,11441.044377499999,401279.0625,1.7687499999999998,1.79375,0.8604375,16.475,Developed
156,Solomon Islands,67.7125,140.0625,0.0,0.8006666666666665,112.02741557056251,78.625,0.0,39.175,0.0,87.75,6.267333333333334,75.375,0.10000000000000002,801.9123831749998,329044.1875,1.24375,1.2624999999999997,0.48024999999999995,8.6375,Developing
157,Somalia,53.31875,316.75,49.875,0.01,0.0,42.0,5494.0625,18.6875,80.5625,29.8125,,29.3125,0.8375000000000001,297.47334513333334,,7.268750000000001,7.08125,,,Developing
158,South Africa,57.49999999999999,412.75,48.6875,7.588666666666666,616.359643518125,66.5,1506.0,38.150000000000006,69.8125,65.3125,8.306000000000001,70.1875,18.493750000000002,4869.4270436874995,29213839.465000004,9.175,11.075,0.6290624999999999,12.89375,Developing
159,South Sudan,53.875,346.3125,27.75,,8.2410769375,31.0,315.75,,43.25,44.0,2.7100000000000004,47.0,3.6937499999999996,1092.233630625,3750827.125,,,0.1316875,1.53125,Developing
160,Spain,82.06875,63.625,1.625,10.024000000000001,2332.680183884375,92.5,449.875,58.668749999999996,1.875,96.75,8.536666666666665,96.75,0.10000000000000002,17093.459736875,26542854.125,0.5999999999999999,0.5,0.8505625,16.35625,Developed
161,Sri Lanka,73.4,144.375,4.0,2.096,59.75360089375,90.61538461538461,1420.4375,17.275,4.75,98.375,3.771333333333334,98.4375,0.10000000000000002,1040.110189675,10844.8125,15.325000000000003,15.368749999999999,0.7251875,13.21875,Developing
162,Sudan,61.825,240.3125,64.625,1.458,97.69844266624999,72.36363636363636,3108.0,,96.625,72.25,5.695333333333335,72.375,0.25000000000000006,1192.7979534312497,18046515.125,,,0.44099999999999995,6.374999999999998,Developing
163,Suriname,70.08125,166.0,0.0,4.984,508.494032814375,85.27272727272727,0.0,50.15625000000001,0.0,78.25,6.662666666666667,82.5625,0.7625,4781.216821937499,190916.625,3.5125,3.45625,0.48106249999999995,11.825,Developing
164,Swaziland,51.324999999999996,339.0,2.625,4.463333333333334,278.0997131315,76.0,49.125,25.5,3.6875,89.0,7.308666666666666,83.75,32.94375,2165.0908375000004,457303.0625,6.475,6.63125,0.5156875000000001,10.35,Developing
165,Sweden,82.51875,59.1875,0.0,6.926666666666666,4438.163153549999,59.2,18.9375,56.24999999999999,0.0,98.3125,9.932666666666668,98.3125,0.10000000000000002,29334.990639375,5514868.3125,1.3500000000000003,1.3062500000000004,0.893125,15.868750000000002,Developed
166,Switzerland,82.33125,55.75,0.0,10.337999999999997,9801.81037748125,,397.5,51.43749999999999,0.0,95.375,6.0873333333333335,94.5625,0.10000000000000002,57362.874601250005,5913241.8125,0.5374999999999999,0.39375,0.9110624999999999,15.393749999999997,Developed
167,Syrian Arab Republic,70.85,139.625,8.0,0.8046666666666666,39.299485632499994,64.125,295.6875,47.31249999999999,9.5625,64.8125,3.9466666666666663,48.4375,0.10000000000000002,1087.435773875,6741444.8125,6.449999999999999,6.2562500000000005,0.6180625,10.98125,Developing
168,Tajikistan,66.65625,177.5625,10.6875,0.33066666666666666,17.277192458187503,84.42857142857143,208.1875,33.112500000000004,12.75,88.3125,5.648,89.25,0.2562499999999999,335.84172523125017,4751355.0,3.80625,3.85,0.5838125,10.681249999999999,Developing
169,Thailand,73.08125,160.375,12.125,6.131333333333332,401.2599633999999,97.0,4311.9375,21.593749999999996,14.125,98.3125,3.757333333333333,98.1875,0.3875,3494.781701625,31170509.5,8.54375,8.7,0.6946875000000001,12.55,Developing
170,The former Yugoslav republic of Macedonia,74.1125,60.8125,0.0,1.8586666666666667,0.0,83.54545454545455,74.75,52.90625,0.0,95.5,7.535999999999999,94.875,0.10000000000000002,,,2.43125,2.45625,0.45575000000000004,12.381250000000001,Developing
171,Timor-Leste,64.75625,170.375,2.375,0.2353333333333333,21.1875232745,76.0,85.0625,14.549999999999999,3.0,63.214285714285715,1.646666666666667,64.21428571428571,0.10000000000000002,551.7106493125001,460195.625,10.524999999999999,11.693749999999998,0.517625,10.700000000000001,Developing
172,Togo,56.66250000000001,311.3125,14.1875,0.9473333333333332,23.705604090625005,76.625,532.5,17.993750000000006,21.4375,67.1875,5.243333333333334,74.3125,3.8625000000000003,317.20409206875007,3722045.5625,7.86875,7.7375,0.44593749999999993,10.649999999999999,Developing
173,Tonga,72.53124999999999,129.625,0.0,1.1673333333333331,323.80934292818745,75.5,0.25,62.94375,0.0,76.875,5.2059999999999995,70.3125,0.10000000000000002,1981.5551861874999,26589.8125,0.10000000000000002,0.10000000000000002,0.6988125000000001,14.218749999999998,Developing
174,Trinidad and Tobago,71.06875,163.375,0.0,6.044666666666666,559.314872033125,54.92857142857143,0.0,37.73125,0.25,76.4375,5.199333333333334,66.5,0.625,7741.748090062502,776133.125,6.1375,6.50625,0.7533749999999999,12.33125,Developing
175,Tunisia,74.35625000000002,18.75,3.25,1.3106666666666666,366.74126047625,96.75,33.1875,48.25625,3.6875,97.6875,6.052666666666667,97.6875,0.10000000000000002,3044.081488375,3274493.1875,6.406249999999999,6.3374999999999995,0.692625,14.05625,Developing
176,Turkey,73.9125,98.375,26.9375,1.4213333333333331,253.41717753406252,87.0625,5272.9375,56.412499999999994,32.25,80.8125,5.617999999999999,80.75,0.10000000000000002,3983.9177217499996,33501352.8125,5.0125,4.849999999999999,0.7033125,12.674999999999999,Developing
177,Turkmenistan,64.61874999999999,214.8125,6.5625,2.6546666666666665,187.78198755506253,97.28571428571429,15.125,38.11875,8.0625,95.5625,2.828666666666666,96.375,0.10000000000000002,2511.6115398624997,2635550.1875,3.3375,3.3625,0.211625,9.831249999999999,Developing
179,Uganda,55.70625,300.1875,89.6875,8.050666666666666,47.6921083495625,63.42857142857143,12394.625,15.525,138.875,65.4375,8.542000000000002,64.875,7.65,421.04849634374995,15540587.125,6.2625,6.25625,0.4453125,10.59375,Developing
180,Ukraine,69.9375,205.75,5.0625,7.3693333333333335,169.42733017693746,54.625,5395.1875,50.893750000000004,5.9375,81.4375,6.777333333333333,70.0,0.5375,1577.293328625,10004933.25,2.5749999999999997,2.6750000000000003,0.7165625000000001,14.606250000000001,Developing
181,United Arab Emirates,75.7,67.0625,1.0,1.75,1886.73158978125,93.875,75.625,53.80625,1.0,95.0625,3.0366666666666666,94.625,0.10000000000000002,22110.366986250003,,5.18125,4.968749999999998,0.8195625000000001,12.812500000000002,Developing
182,United Kingdom of Great Britain and Northern Ireland,80.79375,70.375,3.625,11.13125,0.0,,715.75,55.3875,4.0625,92.875,8.533999999999999,92.875,0.10000000000000002,,,0.7499999999999998,0.50625,,,Developed
183,United Republic of Tanzania,56.00625000000001,304.4375,95.25,3.5826666666666664,0.0,73.5,3348.5625,17.318749999999998,143.1875,83.375,4.701333333333334,74.6875,7.2749999999999995,,,7.425000000000001,7.356249999999999,,,Developing
184,United States of America,78.06250000000001,58.1875,26.1875,8.579333333333333,0.0,81.375,130.625,58.449999999999996,30.75,82.125,15.863333333333333,95.125,0.10000000000000002,,,0.7312500000000002,0.6062499999999998,,,Developed
185,Uruguay,76.075,119.9375,0.5625,6.172666666666667,621.8389194,94.3125,0.0,52.925000000000004,0.75,94.25,8.75,89.125,0.10000000000000002,7192.5848745,2396771.125,1.5999999999999999,1.54375,0.765625,15.231249999999998,Developing
186,Uzbekistan,68.03125,184.8125,21.9375,1.608666666666667,44.373450264937496,95.64285714285714,208.4375,34.80624999999999,25.6875,98.5625,5.638000000000001,98.4375,0.20625,651.0923589312499,903631.6875,3.14375,3.175,0.603,11.643749999999999,Developing
187,Vanuatu,71.38749999999999,137.875,0.0,0.8066666666666665,282.32574587000005,56.125,20.875,44.256249999999994,0.0,66.1875,3.9286666666666665,59.0625,0.10000000000000002,2000.2455181250002,123096.1875,1.56875,1.4937500000000001,0.3675,10.568749999999998,Developing
188,Venezuela (Bolivarian Republic of),73.3875,163.0,9.375,7.419999999999999,0.0,66.25,165.0,54.4875,10.75,74.6875,4.998666666666666,68.5,0.10000000000000002,,,1.65,1.5625,0.7268125,12.787500000000001,Developing
189,Viet Nam,74.775,126.5625,29.1875,3.087333333333334,0.0,87.53846153846153,4232.9375,11.187500000000002,36.5,94.9375,5.977333333333334,91.75,0.14375,,,14.924999999999999,15.625000000000002,0.6270625000000001,11.512500000000001,Developing
190,Yemen,63.862500000000004,211.8125,39.375,0.04733333333333333,0.0,55.6875,2761.1875,33.487500000000004,51.625,67.125,5.005333333333334,72.625,0.10000000000000002,,,13.83125,13.750000000000002,0.4755,8.50625,Developing
191,Zambia,53.90624999999999,354.3125,33.4375,2.2393333333333336,89.65040685112501,69.81818181818181,6563.8125,17.450000000000003,52.375,64.375,5.823999999999999,74.25,11.931249999999999,811.8118405187499,6260246.4375,6.8812500000000005,6.7625,0.4984375,11.212499999999999,Developing
192,Zimbabwe,50.48749999999999,462.375,26.5625,4.482000000000001,20.364271458875002,70.5625,923.0,25.1375,40.8125,75.625,6.158666666666665,75.1875,23.262500000000003,410.98019376875,8021343.0625,7.012499999999999,6.9875,0.43912499999999993,9.825000000000001,Developing
